img_id,img_filename,y,split,place,group_id,place_filename
7186,123.Henslow_Sparrow/Henslow_Sparrow_0106_796580.jpg,0,0,0,0,/b/bamboo_forest/00003917.jpg
5721,098.Scott_Oriole/Scott_Oriole_0077_795831.jpg,0,0,0,0,/f/forest/broadleaf/00000944.jpg
2405,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0072_42218.jpg,0,0,0,0,/b/bamboo_forest/00003163.jpg
3306,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0092_39367.jpg,0,0,0,0,/b/bamboo_forest/00002011.jpg
9382,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0060_161644.jpg,0,0,0,0,/f/forest/broadleaf/00002297.jpg
7547,129.Song_Sparrow/Song_Sparrow_0132_121153.jpg,0,0,0,0,/b/bamboo_forest/00004164.jpg
9543,163.Cape_May_Warbler/Cape_May_Warbler_0020_162629.jpg,0,0,0,0,/f/forest/broadleaf/00003427.jpg
2469,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0016_795476.jpg,0,0,0,0,/b/bamboo_forest/00004081.jpg
11090,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0026_180783.jpg,0,0,0,0,/b/bamboo_forest/00004027.jpg
2182,039.Least_Flycatcher/Least_Flycatcher_0095_30277.jpg,0,0,0,0,/b/bamboo_forest/00002346.jpg
4219,073.Blue_Jay/Blue_Jay_0022_63074.jpg,0,0,0,0,/b/bamboo_forest/00000325.jpg
8914,152.Blue_headed_Vireo/Blue_Headed_Vireo_0011_156276.jpg,0,0,0,0,/b/bamboo_forest/00002734.jpg
7568,130.Tree_Sparrow/Tree_Sparrow_0122_123927.jpg,0,0,0,0,/b/bamboo_forest/00000705.jpg
9808,167.Hooded_Warbler/Hooded_Warbler_0040_165173.jpg,0,0,0,0,/f/forest/broadleaf/00000878.jpg
2383,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0027_42388.jpg,0,0,0,0,/f/forest/broadleaf/00002876.jpg
1552,028.Brown_Creeper/Brown_Creeper_0058_24933.jpg,0,0,0,0,/b/bamboo_forest/00001652.jpg
3178,055.Evening_Grosbeak/Evening_Grosbeak_0065_37296.jpg,0,0,0,0,/b/bamboo_forest/00000586.jpg
5592,096.Hooded_Oriole/Hooded_Oriole_0125_90382.jpg,0,0,0,0,/b/bamboo_forest/00004626.jpg
6817,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0081_110682.jpg,0,0,0,0,/b/bamboo_forest/00003940.jpg
466,009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,0,0,0,0,/b/bamboo_forest/00001604.jpg
11116,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0110_181188.jpg,0,0,0,0,/f/forest/broadleaf/00000582.jpg
8911,152.Blue_headed_Vireo/Blue_Headed_Vireo_0095_156092.jpg,0,0,0,0,/f/forest/broadleaf/00000460.jpg
6580,113.Baird_Sparrow/Baird_Sparrow_0025_794564.jpg,0,0,0,0,/b/bamboo_forest/00004166.jpg
1004,019.Gray_Catbird/Gray_Catbird_0048_20558.jpg,0,0,0,0,/f/forest/broadleaf/00002797.jpg
7940,136.Barn_Swallow/Barn_Swallow_0069_130368.jpg,0,0,0,0,/f/forest/broadleaf/00000113.jpg
8057,138.Tree_Swallow/Tree_Swallow_0071_136749.jpg,0,0,0,0,/f/forest/broadleaf/00001701.jpg
10197,174.Palm_Warbler/Palm_Warbler_0056_168740.jpg,0,0,0,0,/b/bamboo_forest/00004532.jpg
5323,091.Mockingbird/Mockingbird_0108_81908.jpg,0,0,0,0,/f/forest/broadleaf/00004224.jpg
4000,069.Rufous_Hummingbird/Rufous_Hummingbird_0024_59636.jpg,0,0,0,0,/b/bamboo_forest/00001242.jpg
11736,200.Common_Yellowthroat/Common_Yellowthroat_0003_190521.jpg,0,0,0,0,/f/forest/broadleaf/00000251.jpg
7197,123.Henslow_Sparrow/Henslow_Sparrow_0098_796601.jpg,0,0,0,0,/f/forest/broadleaf/00000046.jpg
1007,019.Gray_Catbird/Gray_Catbird_0111_19550.jpg,0,0,0,0,/b/bamboo_forest/00000148.jpg
11333,193.Bewick_Wren/Bewick_Wren_0039_184989.jpg,0,0,0,0,/b/bamboo_forest/00002264.jpg
9753,166.Golden_winged_Warbler/Golden_Winged_Warbler_0044_794836.jpg,0,0,0,0,/f/forest/broadleaf/00000452.jpg
8677,148.Green_tailed_Towhee/Green_Tailed_Towhee_0018_154825.jpg,0,0,0,0,/f/forest/broadleaf/00000347.jpg
4964,085.Horned_Lark/Horned_Lark_0025_75003.jpg,0,0,0,0,/b/bamboo_forest/00004260.jpg
1519,027.Shiny_Cowbird/Shiny_Cowbird_0024_24281.jpg,0,0,0,0,/f/forest/broadleaf/00000361.jpg
7503,128.Seaside_Sparrow/Seaside_Sparrow_0011_120820.jpg,0,0,0,0,/b/bamboo_forest/00001722.jpg
10630,181.Worm_eating_Warbler/Worm_Eating_Warbler_0018_795546.jpg,0,0,0,0,/b/bamboo_forest/00003230.jpg
11561,197.Marsh_Wren/Marsh_Wren_0133_188565.jpg,0,0,0,0,/f/forest/broadleaf/00003479.jpg
7751,133.White_throated_Sparrow/White_Throated_Sparrow_0034_129054.jpg,0,0,0,0,/f/forest/broadleaf/00003263.jpg
4920,085.Horned_Lark/Horned_Lark_0013_74374.jpg,0,0,0,0,/b/bamboo_forest/00003463.jpg
2775,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0086_33818.jpg,0,0,0,0,/f/forest/broadleaf/00004137.jpg
7304,125.Lincoln_Sparrow/Lincoln_Sparrow_0084_117492.jpg,0,0,0,0,/b/bamboo_forest/00001996.jpg
1764,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0041_26370.jpg,0,0,0,0,/b/bamboo_forest/00003287.jpg
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,0,0,0,0,/b/bamboo_forest/00003464.jpg
1858,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0019_26803.jpg,0,0,0,0,/f/forest/broadleaf/00003499.jpg
2177,039.Least_Flycatcher/Least_Flycatcher_0096_30233.jpg,0,0,0,0,/f/forest/broadleaf/00002618.jpg
7598,130.Tree_Sparrow/Tree_Sparrow_0039_124140.jpg,0,0,0,0,/f/forest/broadleaf/00002676.jpg
7652,131.Vesper_Sparrow/Vesper_Sparrow_0013_109937.jpg,0,0,0,0,/f/forest/broadleaf/00001029.jpg
8131,139.Scarlet_Tanager/Scarlet_Tanager_0132_138001.jpg,0,0,0,0,/f/forest/broadleaf/00002191.jpg
2432,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0057_795485.jpg,0,0,0,0,/f/forest/broadleaf/00003590.jpg
5747,099.Ovenbird/Ovenbird_0032_93199.jpg,0,0,0,0,/f/forest/broadleaf/00000137.jpg
1757,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0090_26311.jpg,0,0,0,0,/b/bamboo_forest/00004959.jpg
3274,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0042_39158.jpg,0,0,0,0,/f/forest/broadleaf/00002094.jpg
7111,122.Harris_Sparrow/Harris_Sparrow_0081_116574.jpg,0,0,0,0,/b/bamboo_forest/00003036.jpg
4563,079.Belted_Kingfisher/Belted_Kingfisher_0087_70724.jpg,0,0,0,0,/f/forest/broadleaf/00001294.jpg
10867,185.Bohemian_Waxwing/Bohemian_Waxwing_0022_177642.jpg,0,0,0,0,/f/forest/broadleaf/00001489.jpg
5781,099.Ovenbird/Ovenbird_0098_93032.jpg,0,0,0,0,/b/bamboo_forest/00001186.jpg
6555,112.Great_Grey_Shrike/Great_Grey_Shrike_0057_106681.jpg,0,0,0,0,/b/bamboo_forest/00000517.jpg
10171,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0034_168185.jpg,0,0,0,0,/b/bamboo_forest/00004750.jpg
11423,194.Cactus_Wren/Cactus_Wren_0098_185637.jpg,0,0,0,0,/b/bamboo_forest/00001063.jpg
476,009.Brewer_Blackbird/Brewer_Blackbird_0097_2322.jpg,0,0,0,0,/b/bamboo_forest/00002920.jpg
6943,119.Field_Sparrow/Field_Sparrow_0105_113822.jpg,0,0,0,0,/b/bamboo_forest/00001401.jpg
10670,182.Yellow_Warbler/Yellow_Warbler_0018_176674.jpg,0,0,0,0,/f/forest/broadleaf/00003488.jpg
11261,192.Downy_Woodpecker/Downy_Woodpecker_0038_184418.jpg,0,0,0,0,/f/forest/broadleaf/00003311.jpg
1754,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,0,0,0,0,/b/bamboo_forest/00003003.jpg
10559,180.Wilson_Warbler/Wilson_Warbler_0059_175249.jpg,0,0,0,0,/f/forest/broadleaf/00000003.jpg
7764,133.White_throated_Sparrow/White_Throated_Sparrow_0023_129179.jpg,0,0,0,0,/b/bamboo_forest/00003206.jpg
6810,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0064_110664.jpg,0,0,0,0,/f/forest/broadleaf/00000881.jpg
11008,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0021_179832.jpg,0,0,0,0,/f/forest/broadleaf/00002143.jpg
11294,192.Downy_Woodpecker/Downy_Woodpecker_0031_184120.jpg,0,0,0,0,/f/forest/broadleaf/00000858.jpg
10566,180.Wilson_Warbler/Wilson_Warbler_0117_175262.jpg,0,0,0,0,/f/forest/broadleaf/00001402.jpg
9225,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0063_159677.jpg,0,0,0,0,/b/bamboo_forest/00004173.jpg
1802,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0016_794607.jpg,0,0,0,0,/b/bamboo_forest/00002060.jpg
1444,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,0,0,0,0,/f/forest/broadleaf/00000617.jpg
11013,188.Pileated_Woodpecker/Pileated_Woodpecker_0125_179971.jpg,0,0,0,0,/f/forest/broadleaf/00001297.jpg
5289,091.Mockingbird/Mockingbird_0010_79955.jpg,0,0,0,0,/f/forest/broadleaf/00003169.jpg
4551,078.Gray_Kingbird/Gray_Kingbird_0040_70313.jpg,0,0,0,0,/f/forest/broadleaf/00001603.jpg
10750,183.Northern_Waterthrush/Northern_Waterthrush_0090_177283.jpg,0,0,0,0,/f/forest/broadleaf/00000070.jpg
7057,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0081_116326.jpg,0,0,0,0,/b/bamboo_forest/00000527.jpg
3998,069.Rufous_Hummingbird/Rufous_Hummingbird_0006_59621.jpg,0,0,0,0,/b/bamboo_forest/00000144.jpg
6668,114.Black_throated_Sparrow/Black_Throated_Sparrow_0078_107298.jpg,0,0,0,0,/f/forest/broadleaf/00004710.jpg
2771,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0073_33723.jpg,0,0,0,0,/b/bamboo_forest/00004344.jpg
1706,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,0,0,0,0,/b/bamboo_forest/00000710.jpg
10674,182.Yellow_Warbler/Yellow_Warbler_0013_176437.jpg,0,0,0,0,/b/bamboo_forest/00000478.jpg
6043,104.American_Pipit/American_Pipit_0114_100380.jpg,0,0,0,0,/f/forest/broadleaf/00001081.jpg
2012,036.Northern_Flicker/Northern_Flicker_0078_28338.jpg,0,0,0,0,/b/bamboo_forest/00002967.jpg
7700,132.White_crowned_Sparrow/White_Crowned_Sparrow_0113_128095.jpg,0,0,0,0,/f/forest/broadleaf/00000472.jpg
6031,103.Sayornis/Sayornis_0020_98727.jpg,0,0,0,0,/b/bamboo_forest/00003016.jpg
10265,175.Pine_Warbler/Pine_Warbler_0083_171117.jpg,0,0,0,0,/f/forest/broadleaf/00001743.jpg
5606,096.Hooded_Oriole/Hooded_Oriole_0049_89955.jpg,0,0,0,0,/f/forest/broadleaf/00001232.jpg
6922,119.Field_Sparrow/Field_Sparrow_0127_114087.jpg,0,0,0,0,/f/forest/broadleaf/00002458.jpg
7957,136.Barn_Swallow/Barn_Swallow_0049_130181.jpg,0,0,0,0,/f/forest/broadleaf/00003859.jpg
11753,200.Common_Yellowthroat/Common_Yellowthroat_0092_190573.jpg,0,0,0,0,/b/bamboo_forest/00003328.jpg
9022,154.Red_eyed_Vireo/Red_Eyed_Vireo_0058_156965.jpg,0,0,0,0,/f/forest/broadleaf/00001976.jpg
5462,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0040_86127.jpg,0,0,0,0,/b/bamboo_forest/00000641.jpg
2202,039.Least_Flycatcher/Least_Flycatcher_0076_30117.jpg,0,0,0,0,/b/bamboo_forest/00001162.jpg
4531,078.Gray_Kingbird/Gray_Kingbird_0037_70050.jpg,0,0,0,0,/f/forest/broadleaf/00001379.jpg
2013,036.Northern_Flicker/Northern_Flicker_0077_28341.jpg,0,0,0,0,/f/forest/broadleaf/00001246.jpg
9029,154.Red_eyed_Vireo/Red_Eyed_Vireo_0101_156988.jpg,0,0,0,0,/f/forest/broadleaf/00003494.jpg
8202,140.Summer_Tanager/Summer_Tanager_0032_140425.jpg,0,0,0,0,/b/bamboo_forest/00000960.jpg
2080,037.Acadian_Flycatcher/Acadian_Flycatcher_0068_795590.jpg,0,0,0,0,/f/forest/broadleaf/00001384.jpg
9793,167.Hooded_Warbler/Hooded_Warbler_0021_165057.jpg,0,0,0,0,/b/bamboo_forest/00004448.jpg
7744,132.White_crowned_Sparrow/White_Crowned_Sparrow_0124_128082.jpg,0,0,0,0,/b/bamboo_forest/00003641.jpg
11330,193.Bewick_Wren/Bewick_Wren_0112_184956.jpg,0,0,0,0,/b/bamboo_forest/00000282.jpg
6605,113.Baird_Sparrow/Baird_Sparrow_0027_794590.jpg,0,0,0,0,/f/forest/broadleaf/00001945.jpg
6585,113.Baird_Sparrow/Baird_Sparrow_0030_794569.jpg,0,0,0,0,/f/forest/broadleaf/00004319.jpg
8933,152.Blue_headed_Vireo/Blue_Headed_Vireo_0039_156397.jpg,0,0,0,0,/b/bamboo_forest/00004424.jpg
1864,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0059_26828.jpg,0,0,0,0,/f/forest/broadleaf/00002984.jpg
966,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,0,0,0,0,/b/bamboo_forest/00001244.jpg
1938,035.Purple_Finch/Purple_Finch_0050_27702.jpg,0,0,0,0,/b/bamboo_forest/00003536.jpg
8206,140.Summer_Tanager/Summer_Tanager_0001_139289.jpg,0,0,0,0,/b/bamboo_forest/00003423.jpg
4343,075.Green_Jay/Green_Jay_0051_65662.jpg,0,0,0,0,/b/bamboo_forest/00004910.jpg
5761,099.Ovenbird/Ovenbird_0128_93366.jpg,0,0,0,0,/f/forest/broadleaf/00004248.jpg
9875,168.Kentucky_Warbler/Kentucky_Warbler_0080_165351.jpg,0,0,0,0,/f/forest/broadleaf/00001657.jpg
784,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,0,0,0,0,/b/bamboo_forest/00004026.jpg
7194,123.Henslow_Sparrow/Henslow_Sparrow_0031_796594.jpg,0,0,0,0,/f/forest/broadleaf/00001290.jpg
1541,028.Brown_Creeper/Brown_Creeper_0032_24800.jpg,0,0,0,0,/f/forest/broadleaf/00002897.jpg
7147,122.Harris_Sparrow/Harris_Sparrow_0088_116445.jpg,0,0,0,0,/b/bamboo_forest/00004444.jpg
694,013.Bobolink/Bobolink_0059_10041.jpg,0,0,0,0,/b/bamboo_forest/00003860.jpg
8666,148.Green_tailed_Towhee/Green_Tailed_Towhee_0064_154771.jpg,0,0,0,0,/b/bamboo_forest/00004934.jpg
5359,092.Nighthawk/Nighthawk_0068_82368.jpg,0,0,0,0,/f/forest/broadleaf/00000035.jpg
495,010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg,0,0,0,0,/b/bamboo_forest/00002746.jpg
7900,135.Bank_Swallow/Bank_Swallow_0067_129959.jpg,0,0,0,0,/b/bamboo_forest/00000362.jpg
6292,108.White_necked_Raven/White_Necked_Raven_0026_797357.jpg,0,0,0,0,/f/forest/broadleaf/00004530.jpg
2007,036.Northern_Flicker/Northern_Flicker_0132_28313.jpg,0,0,0,0,/f/forest/broadleaf/00002872.jpg
5444,093.Clark_Nutcracker/Clark_Nutcracker_0136_85490.jpg,0,0,0,0,/f/forest/broadleaf/00002295.jpg
6223,107.Common_Raven/Common_Raven_0007_102020.jpg,0,0,0,0,/f/forest/broadleaf/00004475.jpg
10144,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0052_168013.jpg,0,0,0,0,/f/forest/broadleaf/00002006.jpg
541,010.Red_winged_Blackbird/Red_Winged_Blackbird_0044_5621.jpg,0,0,0,0,/f/forest/broadleaf/00004805.jpg
9480,162.Canada_Warbler/Canada_Warbler_0039_162330.jpg,0,0,0,0,/f/forest/broadleaf/00000445.jpg
7556,129.Song_Sparrow/Song_Sparrow_0116_121211.jpg,0,0,0,0,/b/bamboo_forest/00000170.jpg
1875,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg,0,0,0,0,/b/bamboo_forest/00000083.jpg
9138,156.White_eyed_Vireo/White_Eyed_Vireo_0110_158947.jpg,0,0,0,0,/f/forest/broadleaf/00004697.jpg
6283,108.White_necked_Raven/White_Necked_Raven_0025_797346.jpg,0,0,0,0,/b/bamboo_forest/00000573.jpg
4211,073.Blue_Jay/Blue_Jay_0102_61494.jpg,0,0,0,0,/b/bamboo_forest/00004909.jpg
1749,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,0,0,0,0,/b/bamboo_forest/00003915.jpg
9682,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0128_163696.jpg,0,0,0,0,/f/forest/broadleaf/00001191.jpg
8167,140.Summer_Tanager/Summer_Tanager_0034_139781.jpg,0,0,0,0,/f/forest/broadleaf/00002036.jpg
10333,176.Prairie_Warbler/Prairie_Warbler_0047_173210.jpg,0,0,0,0,/f/forest/broadleaf/00003077.jpg
6103,105.Whip_poor_Will/Whip_Poor_Will_0016_796424.jpg,0,0,0,0,/f/forest/broadleaf/00002961.jpg
9224,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0046_159668.jpg,0,0,0,0,/f/forest/broadleaf/00004473.jpg
11510,196.House_Wren/House_Wren_0063_188076.jpg,0,0,0,0,/f/forest/broadleaf/00004872.jpg
7200,123.Henslow_Sparrow/Henslow_Sparrow_0006_796607.jpg,0,0,0,0,/b/bamboo_forest/00000384.jpg
9221,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0084_159639.jpg,0,0,0,0,/b/bamboo_forest/00004180.jpg
7875,135.Bank_Swallow/Bank_Swallow_0036_129567.jpg,0,0,0,0,/f/forest/broadleaf/00002592.jpg
1069,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0005_21828.jpg,0,0,0,0,/b/bamboo_forest/00002465.jpg
1208,022.Chuck_will_Widow/Chuck_Will_Widow_0018_796980.jpg,0,0,0,0,/f/forest/broadleaf/00004000.jpg
5599,096.Hooded_Oriole/Hooded_Oriole_0067_90416.jpg,0,0,0,0,/f/forest/broadleaf/00002784.jpg
10992,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0018_179831.jpg,0,0,0,0,/b/bamboo_forest/00003207.jpg
8101,138.Tree_Swallow/Tree_Swallow_0069_135148.jpg,0,0,0,0,/b/bamboo_forest/00003453.jpg
4699,081.Pied_Kingfisher/Pied_Kingfisher_0106_71404.jpg,0,0,0,0,/b/bamboo_forest/00000419.jpg
6130,105.Whip_poor_Will/Whip_Poor_Will_0026_100456.jpg,0,0,0,0,/b/bamboo_forest/00002072.jpg
9674,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0110_164023.jpg,0,0,0,0,/b/bamboo_forest/00004038.jpg
11624,198.Rock_Wren/Rock_Wren_0069_188969.jpg,0,0,0,0,/b/bamboo_forest/00004146.jpg
2706,047.American_Goldfinch/American_Goldfinch_0026_32222.jpg,0,0,0,0,/b/bamboo_forest/00004631.jpg
8875,152.Blue_headed_Vireo/Blue_Headed_Vireo_0060_156171.jpg,0,0,0,0,/f/forest/broadleaf/00002166.jpg
6503,112.Great_Grey_Shrike/Great_Grey_Shrike_0056_106752.jpg,0,0,0,0,/f/forest/broadleaf/00004962.jpg
8083,138.Tree_Swallow/Tree_Swallow_0017_135062.jpg,0,0,0,0,/f/forest/broadleaf/00000124.jpg
941,017.Cardinal/Cardinal_0039_17597.jpg,0,0,0,0,/b/bamboo_forest/00000575.jpg
11394,194.Cactus_Wren/Cactus_Wren_0025_185696.jpg,0,0,0,0,/f/forest/broadleaf/00003121.jpg
706,013.Bobolink/Bobolink_0069_9085.jpg,0,0,0,0,/b/bamboo_forest/00002669.jpg
5581,096.Hooded_Oriole/Hooded_Oriole_0091_90821.jpg,0,0,0,0,/f/forest/broadleaf/00001672.jpg
10571,180.Wilson_Warbler/Wilson_Warbler_0054_175285.jpg,0,0,0,0,/f/forest/broadleaf/00000019.jpg
11545,196.House_Wren/House_Wren_0045_187374.jpg,0,0,0,0,/f/forest/broadleaf/00003738.jpg
2113,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0004_29701.jpg,0,0,0,0,/b/bamboo_forest/00001535.jpg
4726,081.Pied_Kingfisher/Pied_Kingfisher_0011_72143.jpg,0,0,0,0,/b/bamboo_forest/00003318.jpg
4057,070.Green_Violetear/Green_Violetear_0028_60800.jpg,0,0,0,0,/f/forest/broadleaf/00003069.jpg
5341,092.Nighthawk/Nighthawk_0061_82509.jpg,0,0,0,0,/f/forest/broadleaf/00003229.jpg
10524,179.Tennessee_Warbler/Tennessee_Warbler_0061_174775.jpg,0,0,0,0,/f/forest/broadleaf/00002476.jpg
10511,179.Tennessee_Warbler/Tennessee_Warbler_0004_174997.jpg,0,0,0,0,/f/forest/broadleaf/00001286.jpg
9360,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0083_161462.jpg,0,0,0,0,/b/bamboo_forest/00002739.jpg
4956,085.Horned_Lark/Horned_Lark_0095_74640.jpg,0,0,0,0,/f/forest/broadleaf/00000115.jpg
3962,069.Rufous_Hummingbird/Rufous_Hummingbird_0031_58391.jpg,0,0,0,0,/b/bamboo_forest/00004239.jpg
11439,195.Carolina_Wren/Carolina_Wren_0086_186431.jpg,0,0,0,0,/b/bamboo_forest/00001891.jpg
9274,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0105_797143.jpg,0,0,0,0,/b/bamboo_forest/00004109.jpg
7185,123.Henslow_Sparrow/Henslow_Sparrow_0037_796579.jpg,0,0,0,0,/f/forest/broadleaf/00003666.jpg
9822,167.Hooded_Warbler/Hooded_Warbler_0011_164801.jpg,0,0,0,0,/f/forest/broadleaf/00000834.jpg
9725,166.Golden_winged_Warbler/Golden_Winged_Warbler_0003_164469.jpg,0,0,0,0,/b/bamboo_forest/00004751.jpg
4325,075.Green_Jay/Green_Jay_0039_66118.jpg,0,0,0,0,/f/forest/broadleaf/00000866.jpg
8889,152.Blue_headed_Vireo/Blue_Headed_Vireo_0110_155952.jpg,0,0,0,0,/f/forest/broadleaf/00002621.jpg
9833,168.Kentucky_Warbler/Kentucky_Warbler_0038_795909.jpg,0,0,0,0,/b/bamboo_forest/00001395.jpg
4030,070.Green_Violetear/Green_Violetear_0105_795694.jpg,0,0,0,0,/f/forest/broadleaf/00004724.jpg
1714,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0096_26204.jpg,0,0,0,0,/b/bamboo_forest/00003286.jpg
10531,179.Tennessee_Warbler/Tennessee_Warbler_0022_174799.jpg,0,0,0,0,/b/bamboo_forest/00002402.jpg
975,018.Spotted_Catbird/Spotted_Catbird_0029_796825.jpg,0,0,0,0,/f/forest/broadleaf/00002925.jpg
